,detection_scores,class,x min,y min,x max,y max
0,0.933836317477708,Anschluss,77,222,135,240
1,0.5955511086640712,Sicherung,269,61,321,84
2,0.6431479086378955,Ablageflaeche,317,139,368,194
3,0.6874146981300826,Motor,93,381,125,440
4,0.8416712164618356,Sicherung,314,23,347,49
5,0.7997802942023552,Schalter,311,382,369,427
